Nr,Group,Position,Locus,K*,Df,Signif.,Nr inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
1387,LG11,70.629,S25_19075996,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.7875,24,27.1,0.813793,29,,,0,,,0
1388,LG11,71.988,HY_sc5_1898343,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.816667,30,26.7,0.782609,23,,,0,,,0
1389,LG11,74.209,HY_sc30_156660324,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.7875,24,27.1,0.813793,29,,,0,,,0
1390,LG11,78.261,HY_sc5_1900328,0.174,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.821875,32,26.3,0.771429,21,,,0,,,0
1391,LG11,82.9,HY_sc30_65528210,0.002,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.815152,33,26.6,0.773684,19,,,0,,,0
1392,LG28,0,S28_10310575,0.3,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.824242,33,26,0.765,20,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1393,LG28,15.325,HY_sc28_15890338,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.812,25,26.7,0.792857,28,,,0,,,0
1394,LG28,15.325,S28_15504096,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.812,25,26.7,0.792857,28,,,0,,,0
1395,LG28,23.298,S28_14557255,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.812,25,26.7,0.792857,28,,,0,,,0
1396,LG28,30.529,HY_sc28_13835172,3.532,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.4,0.72963,27,29.7,0.876923,26,,,0,,,0
1397,LG28,30.529,S28_13508629,3.532,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.4,0.72963,27,29.7,0.876923,26,,,0,,,0
1398,LG28,33.36,HY_sc28_14211216,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.6,0.748148,27,29.5,0.857692,26,,,0,,,0
1399,LG28,36.039,ab28_13885712,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.741667,24,28.9,0.851724,29,,,0,,,0
1400,LG28,36.039,S28_13885700,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.741667,24,28.9,0.851724,29,,,0,,,0
1401,LG28,39.845,S28_12946603,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.741667,24,28.9,0.851724,29,,,0,,,0
1402,LG28,39.845,HY_sc28_13576425,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.741667,24,28.9,0.851724,29,,,0,,,0
1403,LG28,48.649,HY_sc28_12977319,1.319,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.7,0.767742,31,28,0.845,20,,,0,,,0
1404,LG28,51.541,S28_11683284,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.5,0.767742,31,29.1,0.85,22,,,0,,,0
1405,LG28,54.294,HY_sc28_11235026,0.683,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.838889,18,26,0.765,20,26.4,0.806667,15,,,0,,,0,,,0,,,0,,,0,,,0
1406,LG28,56.049,HY_sc28_11678004,0.509,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.821429,28,24.9,0.769565,23,,,0,,,0
1407,LG28,63.382,S26_14043613,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
1408,LG28,63.382,HY_sc28_10264180,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
1409,LG28,71.92,HY_sc28_10087142,0.671,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.782857,35,28.6,0.838889,18,,,0,,,0
1410,LG28,75.679,S28_7320224,4.019,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.6,0.860714,28,24.1,0.736,25,,,0,,,0
1411,LG28,75.679,HY_sc28_7999567,4.019,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.6,0.860714,28,24.1,0.736,25,,,0,,,0
1412,LG28,81.881,HY_sc28_5383126,6.867,1,***    ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.5,0.880645,31,22.1,0.680952,21,,,0,,,0
1413,LG28,86.375,S28_6952161,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.758621,29,29.3,0.854167,24,,,0,,,0
1414,LG28,86.375,HY_sc28_7635835,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.758621,29,29.3,0.854167,24,,,0,,,0
1415,LG28,94.334,HY_sc28_3072870,4.295,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.4,0.886364,22,24.6,0.741935,31,,,0,,,0
1416,LG28,94.334,S28_5747821,4.295,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.4,0.886364,22,24.6,0.741935,31,,,0,,,0
1417,LG28,94.334,S28_5625542,4.295,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.4,0.886364,22,24.6,0.741935,31,,,0,,,0
1418,LG28,94.334,HY_sc28_3210245,4.295,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.4,0.886364,22,24.6,0.741935,31,,,0,,,0
1419,LG28,97.989,HY_sc28_6139161,5.28,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.1,0.731034,29,30.5,0.8875,24,,,0,,,0
1420,LG28,97.989,S28_4875397,5.28,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.1,0.731034,29,30.5,0.8875,24,,,0,,,0
1421,LG28,100.289,HY_sc16_11338768,3.852,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.746875,32,30.4,0.885714,21,,,0,,,0
1422,LG28,103.695,HY_sc28_1523778,12.84,2,****   ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.8,0.626667,15,28.9,0.854167,24,31,0.9,13,,,0,,,0,,,0,,,0,,,0,,,0
1423,LG28,106.282,HY_sc28_1754068,10.155,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,26,22.7,0.707407,27,,,0,,,0
1424,LG28,107.464,S28_1476180,9.416,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,25,23,0.714286,28,,,0,,,0
1425,LG28,108.144,HY_sc28_1951200,9.416,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,25,23,0.714286,28,,,0,,,0
1426,LG28,108.933,S28_1680779,8.728,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,24,23.3,0.72069,29,,,0,,,0
1427,LG28,110.135,S28_1424675,8.728,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,24,23.3,0.72069,29,,,0,,,0
1428,LG28,110.283,HY_sc28_1951001,8.085,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.6,0.726667,30,31.5,0.9,23,,,0,,,0
1429,LG28,110.283,S28_1475845,8.085,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,23,23.6,0.726667,30,,,0,,,0
1430,LG28,110.283,S28_1680580,8.085,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.6,0.726667,30,31.5,0.9,23,,,0,,,0
1431,LG28,111.442,S28_1476650,8.728,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,24,23.3,0.72069,29,,,0,,,0
1432,LG28,112.104,HY_sc16_9792698,8.728,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,24,23.3,0.72069,29,,,0,,,0
1433,LG28,114.723,S18_17153080,10.155,1,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,26,22.7,0.707407,27,,,0,,,0
1434,LG28,115.69,HY_sc28_1524287,10.628,2,****   ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.6,0.658824,17,29.2,0.852174,23,31.5,0.9,13,,,0,,,0,,,0,,,0,,,0,,,0
1435,LG28,121.147,S28_218530,0.736,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.8,0.796296,27,28.2,0.807692,26,,,0,,,0
1436,LG28,122.532,HY_sc28_950366,0.542,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.8,28,28.1,0.804,25,,,0,,,0
1437,LG28,130.691,S26_5439814,2.227,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.822581,31,24.5,0.772727,22,,,0,,,0
1438,LG28,130.691,HY_sc28_520008,2.227,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.822581,31,24.5,0.772727,22,,,0,,,0
1439,LG4,0,S7_11267972,0.204,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.789655,29,26.3,0.816667,24,,,0,,,0
1440,LG4,4.897,S4_1665025,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.776923,26,26.9,0.825926,27,,,0,,,0
1441,LG4,4.897,HY_sc4_11501847,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.776923,26,26.9,0.825926,27,,,0,,,0
1442,LG4,7.507,HY_sc4_12171134,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.781481,27,26.7,0.823077,26,,,0,,,0
1443,LG4,7.507,S4_882380,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.781481,27,26.7,0.823077,26,,,0,,,0
1444,LG4,9.195,HY_sc4_9521087,2.459,2,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.2,0.85,16,26.3,0.782609,23,23.4,0.769231,13,,,0,,,0,,,0,,,0,,,0,,,0
1445,LG4,10.152,S4_2867034,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.825926,27,27.1,0.776923,26,,,0,,,0
1446,LG4,17.708,S4_3162301,1.09,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.8,0.7875,32,28.8,0.82381,21,,,0,,,0
1447,LG4,22.581,HY_sc4_8984629,1.347,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.783871,31,28.9,0.827273,22,,,0,,,0
1448,LG4,22.581,ab4_3834889,1.347,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.783871,31,28.9,0.827273,22,,,0,,,0
1449,LG4,24.246,HY_sc4_8818138,1.632,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.78,30,29,0.830435,23,,,0,,,0
1450,LG4,24.246,S4_3972479,1.632,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.78,30,29,0.830435,23,,,0,,,0
1451,LG4,38.837,HY_sc4_7144550,1.963,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.2,0.852174,23,25.3,0.763333,30,,,0,,,0
1452,LG4,48.656,ab4_6676968,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.758621,29,29.3,0.854167,24,,,0,,,0
1453,LG4,48.656,S4_6676916,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.758621,29,29.3,0.854167,24,,,0,,,0
1454,LG4,50.353,HY_sc4_866500,0.697,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.8,32,25.6,0.804762,21,,,0,,,0
1455,LG4,51.002,HY_sc30_53228816,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.764286,28,28.4,0.844,25,,,0,,,0
1456,LG4,51.002,HY_sc4_4360285,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0
1457,LG4,51.002,S4_7247648,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0
1458,LG4,55.587,HY_sc4_2014189,0.542,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.8,28,28.1,0.804,25,,,0,,,0
1459,LG4,55.587,S4_10137323,0.542,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.8,28,28.1,0.804,25,,,0,,,0
1460,LG4,57.801,S4_9742332,0.204,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.789655,29,26.3,0.816667,24,,,0,,,0
1461,LG4,58.08,HY_sc7_6045912,0.004,1,-      ,50,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.829167,24,25.4,0.776923,26,,,0,,,0
1462,LG4,58.94,S4_8888942,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.823077,26,27.3,0.781481,27,,,0,,,0
1463,LG4,58.94,S4_8525422,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.823077,26,27.3,0.781481,27,,,0,,,0
1464,LG4,58.94,HY_sc4_1108466,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.823077,26,27.3,0.781481,27,,,0,,,0
1465,LG4,58.94,HY_sc4_4287147,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.823077,26,27.3,0.781481,27,,,0,,,0
1466,LG4,59.499,HY_sc4_3977163,0.07,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.82,25,26.9,0.781481,27,,,0,,,0
1467,LG4,59.907,ab4_9203567,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.785714,28,26.5,0.82,25,,,0,,,0
1468,LG4,59.907,S4_9203590,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.785714,28,26.5,0.82,25,,,0,,,0
1469,LG4,59.907,HY_sc4_1381129,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.785714,28,26.5,0.82,25,,,0,,,0
1470,LG4,61.506,S4_10408417,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.823077,26,27.3,0.781481,27,,,0,,,0
1471,LG4,61.506,HY_sc4_10325398,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.823077,26,27.3,0.781481,27,,,0,,,0
1472,LG4,63.152,S4_11030596,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.785714,28,26.5,0.82,25,,,0,,,0
1473,LG4,63.152,S4_12080373,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.785714,28,26.5,0.82,25,,,0,,,0
1474,LG4,63.152,HY_sc4_3134348,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.785714,28,26.5,0.82,25,,,0,,,0
1475,LG4,63.152,HY_sc4_148257,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.82,25,27.4,0.785714,28,,,0,,,0
1476,LG4,63.152,S15_1808603,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.82,25,27.4,0.785714,28,,,0,,,0
1477,LG4,63.152,ab4_12080613,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.82,25,27.4,0.785714,28,,,0,,,0
1478,LG4,63.152,HY_sc4_527490,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.82,25,27.4,0.785714,28,,,0,,,0
1479,LG4,63.152,S4_10734169,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.82,25,27.4,0.785714,28,,,0,,,0
1480,LG4,64.807,HY_sc30_61811931,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.77931,29,27.3,0.829167,24,,,0,,,0
1481,LG4,65.206,HY_sc4_830339,0.268,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.789655,29,25.7,0.813043,23,,,0,,,0
1482,LG4,68.679,HY_sc4_830131,0.518,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.728571,14,27.9,0.833333,21,27.2,0.822222,18,,,0,,,0,,,0,,,0,,,0,,,0
1483,LG4,68.679,HY_sc4_830089,0.518,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.728571,14,27.9,0.833333,21,27.2,0.822222,18,,,0,,,0,,,0,,,0,,,0,,,0
1484,LG4,69.669,HY_sc13_12049370,0.057,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.8,0.831034,29,26.1,0.76087,23,,,0,,,0
1485,LG4,71.095,HY_sc4_10304513,0.02,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.766667,30,26.7,0.845455,22,,,0,,,0
1486,LG4,79.43,HY_sc4_2806415,0.725,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.790909,33,28.1,0.815789,19,,,0,,,0
1487,LG19,0,ab19_23073145,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.784848,33,27.7,0.83,20,,,0,,,0
1488,LG19,0,S19_23073154,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.784848,33,27.7,0.83,20,,,0,,,0
1489,LG19,8.936,HY_sc19_10621506,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,30,28.2,0.83913,23,,,0,,,0
1490,LG19,19.04,HY_sc19_10480988,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.851724,29,24.8,0.741667,24,,,0,,,0
1491,LG19,19.04,HY_sc19_10570957,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.851724,29,24.8,0.741667,24,,,0,,,0
1492,LG19,19.04,S19_22939367,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.851724,29,24.8,0.741667,24,,,0,,,0
1493,LG19,27.63,S3_19534303,0.679,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.769565,23,28,0.826667,30,,,0,,,0
1494,LG19,31.454,HY_scc202-1_HRM,0.013,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.8,30,26.3,0.8,22,,,0,,,0
1495,LG19,38.964,Ke728_4_HY_scHY_scR,0.755,1,-      ,49,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.821429,28,23.6,0.757143,21,,,0,,,0
1496,LG19,40.797,HY_scC24-1_HRM,0.411,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.5,0.775,24,27.3,0.821429,28,,,0,,,0
1497,LG19,42.623,HY_sc24_6648170,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.824138,29,25.9,0.775,24,,,0,,,0
1498,LG19,42.623,HY_sc19_8264773,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.775,24,27.9,0.824138,29,,,0,,,0
1499,LG19,42.623,S19_20693881,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.775,24,27.9,0.824138,29,,,0,,,0
1500,LG19,45.062,S19_19425931,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.775,24,27.9,0.824138,29,,,0,,,0
1501,LG19,52.006,HY_sc30_105690653,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1502,LG19,52.006,S19_18142024,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1503,LG19,55.794,ab19_17614706,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
1504,LG19,64.168,S19_16497154,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1505,LG19,65.229,HY_sc19_4634070,4.779,2,*      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.833333,12,23.9,0.748276,29,31,0.9,11,,,0,,,0,,,0,,,0,,,0,,,0
